outer_fold,corridor,frontier_point_id,common_signal_count,comparison_status,left_hit_rate,right_hit_rate,delta_hit_rate,left_mean_regret_bps,right_mean_regret_bps,delta_mean_regret_bps
outer_2023,RUB_TJS,budget_13,51,active,0.6274509803921569,0.6274509803921569,0.0,72.04696855279019,72.04696855279019,0.0
outer_2023,RUB_UZS,budget_00,6,active,1.0,1.0,0.0,0.0,0.0,0.0
outer_2023,RUB_UZS,budget_01,15,active,0.8666666666666667,0.9333333333333333,0.06666666666666665,14.876604423726667,7.575584873726668,-7.301019549999999
outer_2023,RUB_UZS,budget_02,23,active,0.8695652173913043,0.8695652173913043,0.0,15.511012590282608,16.641552142721736,1.130539552439128
outer_2023,RUB_UZS,budget_03,25,active,0.84,0.88,0.040000000000000036,23.941500957252,15.310227971303998,-8.631272985948002
outer_2023,RUB_UZS,budget_04,30,active,0.8333333333333334,0.8333333333333334,0.0,24.438170757146665,25.55475768385333,1.1165869267066668
outer_2023,RUB_UZS,budget_05,36,active,0.8333333333333334,0.8611111111111112,0.02777777777777779,26.854913170955555,23.93036536221667,-2.924547808738886
outer_2023,RUB_UZS,budget_06,39,active,0.7948717948717948,0.7692307692307693,-0.02564102564102555,27.86897881709231,41.82449960904359,13.955520791951283
outer_2023,RUB_UZS,budget_07,45,active,0.7333333333333333,0.7111111111111111,-0.022222222222222143,50.73133777644889,60.927494782453344,10.196157006004455
outer_2023,RUB_UZS,budget_08,49,active,0.6530612244897959,0.6326530612244898,-0.020408163265306034,65.92581377992448,68.21280977356531,2.2869959936408293
outer_2023,RUB_UZS,budget_09,51,active,0.6078431372549019,0.6078431372549019,0.0,84.4918969142765,84.49189691427648,-1.4210854715202004e-14
outer_2023,RUB_UZS,budget_10,51,active,0.6078431372549019,0.6078431372549019,0.0,84.4918969142765,84.49189691427648,-1.4210854715202004e-14
outer_2023,RUB_UZS,budget_11,51,active,0.6078431372549019,0.6078431372549019,0.0,84.4918969142765,84.49189691427648,-1.4210854715202004e-14
outer_2023,RUB_UZS,budget_12,51,active,0.6078431372549019,0.6078431372549019,0.0,84.4918969142765,84.49189691427648,-1.4210854715202004e-14
outer_2023,RUB_UZS,budget_13,51,active,0.6078431372549019,0.6078431372549019,0.0,84.4918969142765,84.49189691427648,-1.4210854715202004e-14
outer_2024,RUB_AMD,budget_00,14,active,0.7857142857142857,0.7857142857142857,0.0,17.431652604257145,15.547738994100001,-1.883913610157144
outer_2024,RUB_AMD,budget_01,26,active,0.8846153846153846,0.8461538461538461,-0.038461538461538436,17.88028487531923,20.07145433266154,2.1911694573423084
outer_2024,RUB_AMD,budget_02,30,active,0.8666666666666667,0.8333333333333334,-0.033333333333333326,17.76742091975333,19.122247593789997,1.3548266740366657
outer_2024,RUB_AMD,budget_03,34,active,0.8529411764705882,0.8529411764705882,0.0,17.66940261834412,16.97560226708235,-0.6938003512617676
outer_2024,RUB_AMD,budget_04,42,active,0.7857142857142857,0.8095238095238095,0.023809523809523836,30.657170920257137,31.771315952014284,1.1141450317571469
outer_2024,RUB_AMD,budget_05,43,active,0.7441860465116279,0.7674418604651163,0.023255813953488413,48.44789509002791,49.02382433731395,0.5759292472860338
outer_2024,RUB_AMD,budget_06,45,active,0.7111111111111111,0.6888888888888889,-0.022222222222222254,52.32448735133778,53.62060835574,1.2961210044022238
outer_2024,RUB_AMD,budget_07,48,active,0.7291666666666666,0.7083333333333334,-0.02083333333333326,57.14346155465833,58.04600512765626,0.9025435729979279
outer_2024,RUB_AMD,budget_08,51,active,0.6862745098039216,0.6470588235294118,-0.039215686274509776,64.23357555513138,72.6241826557902,8.390607100658812
outer_2024,RUB_AMD,budget_09,54,active,0.6851851851851852,0.6666666666666666,-0.0185185185185186,68.38082937778148,70.79432166275741,2.4134922849759306
outer_2024,RUB_AMD,budget_10,54,active,0.6851851851851852,0.6666666666666666,-0.0185185185185186,68.38082937778148,70.79432166275741,2.4134922849759306
