outer_fold,corridor,requested_signals_per_week,frontier_status_left,signals_per_week_left,signal_hit_rate_left,matched_random_hit_rate_left,lift_left,mean_realized_regret_bps_left,frontier_status_right,signals_per_week_right,signal_hit_rate_right,matched_random_hit_rate_right,lift_right,mean_realized_regret_bps_right,delta_hit_rate,delta_mean_regret_bps,frequency_gap_per_week
outer_2022,RUB_KGS,1.1,active,0.9205479452054794,0.4583333333333333,0.5394166666666668,0.8496832998609607,172.62377610425628,active,0.7863013698630137,0.5121951219512195,0.5436951219512196,0.9420631182289212,121.91744714367316,0.05386178861788621,-50.70632896058312,-0.13424657534246576
outer_2022,RUB_KGS,1.2,active,0.9205479452054794,0.4583333333333333,0.5379895833333334,0.8519371889945204,172.62377610425628,active,0.7863013698630137,0.5121951219512195,0.5447560975609756,0.9402283411685696,121.91744714367316,0.05386178861788621,-50.70632896058312,-0.13424657534246576
outer_2022,RUB_KGS,1.3,active,0.9205479452054794,0.4583333333333333,0.5399479166666666,0.8488473039452108,172.62377610425628,active,0.7863013698630137,0.5121951219512195,0.544939024390244,0.9399127223900636,121.91744714367316,0.05386178861788621,-50.70632896058312,-0.13424657534246576
outer_2022,RUB_KGS,1.4,active,0.9205479452054794,0.4583333333333333,0.5394687500000002,0.8496012666782519,172.62377610425628,active,0.7863013698630137,0.5121951219512195,0.5445121951219513,0.9406494960806272,121.91744714367316,0.05386178861788621,-50.70632896058312,-0.13424657534246576
outer_2022,RUB_KZT,0.1,active,0.0,,,,,active,0.0383561643835616,0.5,0.3475,1.4388489208633095,56.28125473555,,,0.0383561643835616
outer_2022,RUB_KZT,0.2,active,0.0,,,,,active,0.0958904109589041,0.4,0.3637,1.0998075336816058,159.4792274194,,,0.0958904109589041
outer_2022,RUB_KZT,0.3,active,0.0,,,,,active,0.1342465753424657,0.4285714285714285,0.3299285714285714,1.2989824637367395,147.70096791355715,,,0.1342465753424657
outer_2022,RUB_KZT,0.4,active,0.0,,,,,active,0.1917808219178082,0.5,0.3566,1.4021312394840155,121.48235128041,,,0.1917808219178082
outer_2022,RUB_KZT,0.5,active,0.0,,,,,active,0.2493150684931506,0.3846153846153846,0.354,1.086484137331595,122.0724253167,,,0.2493150684931506
outer_2022,RUB_KZT,0.6,active,0.0191780821917808,1.0,0.7415,1.3486176668914365,0.0,active,0.2493150684931506,0.3076923076923077,0.3582307692307693,0.8589220528237062,131.98553145945385,-0.6923076923076923,131.98553145945385,0.2301369863013698
outer_2022,RUB_KZT,0.7,active,0.0958904109589041,0.8,0.4786,1.671541997492687,55.122156412,active,0.2876712328767123,0.2666666666666666,0.3825666666666667,0.6970462664459353,144.38448392667334,-0.5333333333333334,89.26232751467333,0.1917808219178082
outer_2022,RUB_KZT,0.8,active,0.210958904109589,0.7272727272727273,0.5062727272727272,1.4365236128568866,48.22563307438181,active,0.3835616438356164,0.4,0.44795,0.8929568032146445,121.287891438085,-0.32727272727272727,73.0622583637032,0.1726027397260274
outer_2022,RUB_KZT,0.9,active,0.421917808219178,0.6363636363636364,0.4479090909090908,1.4207428455449564,66.49067765507728,active,0.5945205479452055,0.5161290322580645,0.4318870967741934,1.1950554580423502,119.36059050026452,-0.12023460410557185,52.869912845187244,0.17260273972602747
outer_2022,RUB_KZT,1.0,active,0.7671232876712328,0.45,0.460075,0.9781013965114383,161.9623209683125,active,0.7287671232876712,0.5263157894736842,0.4532368421052631,1.161237879579632,130.39182478560792,0.07631578947368417,-31.570496182704574,-0.0383561643835616
outer_2022,RUB_KZT,1.1,active,0.8246575342465753,0.4883720930232558,0.4758837209302325,1.0262424864389386,184.59621137976976,active,0.7671232876712328,0.5,0.4453125,1.1228070175438596,147.9259682420825,0.011627906976744207,-36.670243137687265,-0.05753424657534245
outer_2022,RUB_KZT,1.2,active,0.8246575342465753,0.4883720930232558,0.4774418604651163,1.0228933268387723,184.59621137976976,active,0.7671232876712328,0.5,0.4466375,1.11947608519213,147.9259682420825,0.011627906976744207,-36.670243137687265,-0.05753424657534245
outer_2022,RUB_KZT,1.3,active,0.8246575342465753,0.4883720930232558,0.4764651162790698,1.0249902381882077,184.59621137976976,active,0.7671232876712328,0.5,0.444325,1.1253024250267258,147.9259682420825,0.011627906976744207,-36.670243137687265,-0.05753424657534245
outer_2022,RUB_KZT,1.4,active,0.8246575342465753,0.4883720930232558,0.4748720930232558,1.0284287078527878,184.59621137976976,active,0.7671232876712328,0.5,0.4453000000000001,1.122838535818549,147.9259682420825,0.011627906976744207,-36.670243137687265,-0.05753424657534245
outer_2022,RUB_TJS,0.1,active,0.0,,,,,active,0.0383561643835616,0.5,0.3855,1.297016861219196,97.5271287376,,,0.0383561643835616
outer_2022,RUB_TJS,0.2,active,0.0,,,,,active,0.0767123287671232,0.25,0.393125,0.6359300476947536,257.57278666305,,,0.0767123287671232
outer_2022,RUB_TJS,0.3,active,0.0,,,,,active,0.1150684931506849,0.3333333333333333,0.3851666666666666,0.8654262224145393,204.91610989445,,,0.1150684931506849
outer_2022,RUB_TJS,0.4,active,0.0,,,,,active,0.1726027397260273,0.5555555555555556,0.4456666666666666,1.2465719272001996,136.61073992963333,,,0.1726027397260273
outer_2022,RUB_TJS,0.5,active,0.0383561643835616,1.0,0.6535,1.5302218821729152,0.0,active,0.210958904109589,0.5454545454545454,0.496090909090909,1.0995052226498077,121.2922435766091,-0.4545454545454546,121.2922435766091,0.1726027397260274
outer_2022,RUB_TJS,0.6,active,0.1342465753424657,1.0,0.5757857142857142,1.736757226150602,2.7954627937285714,active,0.2493150684931506,0.4615384615384615,0.4778846153846154,0.96579476861167,144.38187685809228,-0.5384615384615385,141.5864140643637,0.1150684931506849
outer_2022,RUB_TJS,0.7,active,0.210958904109589,0.9090909090909092,0.5796818181818181,1.568258448992394,18.109592064954544,active,0.3452054794520547,0.5555555555555556,0.525,1.058201058201058,111.70618512400554,-0.3535353535353536,93.596593059051,0.1342465753424657
outer_2022,RUB_TJS,0.8,active,0.3452054794520547,0.7222222222222222,0.5553611111111111,1.3004551593057572,48.296517162250005,active,0.4794520547945205,0.6,0.55136,1.0882182240278584,121.695761333468,-0.12222222222222223,73.39924417121799,0.1342465753424658
